"County","County Name","Office Name","Office District","Candidate Name","Party","Winner","Congressional District 1","Congressional District 2","Congressional District 3","Congressional District 4","Congressional District 5","Congressional District 6","Congressional District 7","Congressional District 8" 
"00","State of Maryland","Governor / Lt. Governor","","Eric S. Felber and LaTrece Hawkins Lytes","DEM","","8791","12707","10440","4905","10084","8122","11212","8051" 
"00","State of Maryland","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","38425","65334","67124","72066","92193","54657","71795","97174" 
"00","State of Maryland","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","40875","68762","68884","70619","92240","53629","72207","93930" 
"00","State of Maryland","Attorney General","","Anthony G. Brown","DEM","Y","41507","69136","69397","72093","94300","54206","74004","94042" 
"00","State of Maryland","U.S. Congress","01","Victor Allen Guidice","DEM","","4274","0","0","0","0","0","0","0" 
"00","State of Maryland","U.S. Congress","01","Dan Schwartz","DEM","Y","19821","0","0","0","0","0","0","0" 
"00","State of Maryland","U.S. Congress","01","George Walish","DEM","","3006","0","0","0","0","0","0","0" 
"00","State of Maryland","U.S. Congress","01","Randi White","DEM","","15723","0","0","0","0","0","0","0" 
"00","State of Maryland","U.S. Congress","02","John ""Johnny O"" Olszewski, Jr.","DEM","Y","0","65646","0","0","0","0","0","0" 
"00","State of Maryland","U.S. Congress","02","Clint Spellman, Jr.","DEM","","0","12019","0","0","0","0","0","0" 
"00","State of Maryland","U.S. Congress","03","Jennifer Cross","DEM","","0","0","6178","0","0","0","0","0" 
"00","State of Maryland","U.S. Congress","03","Austin Dyches","DEM","","0","0","7999","0","0","0","0","0" 
"00","State of Maryland","U.S. Congress","03","Sarah Elfreth","DEM","Y","0","0","55784","0","0","0","0","0" 
"00","State of Maryland","U.S. Congress","03","Sean Hammond","DEM","","0","0","2744","0","0","0","0","0" 
"00","State of Maryland","U.S. Congress","03","Robert Gerald Morrison","DEM","","0","0","1961","0","0","0","0","0" 
"00","State of Maryland","U.S. Congress","04","Joseph Gomes","DEM","","0","0","0","1793","0","0","0","0" 
"00","State of Maryland","U.S. Congress","04","Shavonne N. Hedgepeth","DEM","","0","0","0","3697","0","0","0","0" 
"00","State of Maryland","U.S. Congress","04","Glenn F. Ivey","DEM","Y","0","0","0","60099","0","0","0","0" 
"00","State of Maryland","U.S. Congress","04","Jakeya Johnson","DEM","","0","0","0","8475","0","0","0","0" 
"00","State of Maryland","U.S. Congress","04","Jonathan D. White","DEM","","0","0","0","1814","0","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Mark Arness","DEM","","0","0","0","0","617","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Rushern L. Baker, III","DEM","","0","0","0","0","10588","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Quincy Bareebe","DEM","","0","0","0","0","17515","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Wala Blegay","DEM","","0","0","0","0","11258","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Adrian Boafo","DEM","Y","0","0","0","0","33081","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Reuben B. Collins, II","DEM","","0","0","0","0","1640","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Ellis D. Colvin","DEM","","0","0","0","0","286","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Harry Anthony Dunn","DEM","","0","0","0","0","14189","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Arthur Ellis","DEM","","0","0","0","0","2883","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Elldwnia English","DEM","","0","0","0","0","257","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Terry Antonio Jackson, II","DEM","","0","0","0","0","403","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Harry Jarin","DEM","","0","0","0","0","1515","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Walter Kirkland","DEM","","0","0","0","0","505","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Jerry Lightfoot","DEM","","0","0","0","0","460","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Heather Luper","DEM","","0","0","0","0","377","0","0","0" 
"00","State of Maryland","U.S. Congress","05","James Anderson Makle, Jr.","DEM","","0","0","0","0","149","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Leigha Messick","DEM","","0","0","0","0","795","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Keith Salkowski","DEM","","0","0","0","0","203","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Kenneth Simons","DEM","","0","0","0","0","160","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Alexis S. Solis","DEM","","0","0","0","0","949","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Tracy Starr","DEM","","0","0","0","0","502","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Dave Sundberg","DEM","","0","0","0","0","898","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Harold Tolbert","DEM","","0","0","0","0","373","0","0","0" 
"00","State of Maryland","U.S. Congress","05","Nicole A. Williams","DEM","","0","0","0","0","1445","0","0","0" 
"00","State of Maryland","U.S. Congress","06","George Gluck","DEM","","0","0","0","0","0","933","0","0" 
"00","State of Maryland","U.S. Congress","06","Alexis Goldstein","DEM","","0","0","0","0","0","6201","0","0" 
"00","State of Maryland","U.S. Congress","06","Daniel M. Krakower","DEM","","0","0","0","0","0","187","0","0" 
"00","State of Maryland","U.S. Congress","06","April McClain Delaney","DEM","Y","0","0","0","0","0","27819","0","0" 
"00","State of Maryland","U.S. Congress","06","David J. Trone","DEM","","0","0","0","0","0","23383","0","0" 
"00","State of Maryland","U.S. Congress","06","Ethan P. Wechtaluk","DEM","","0","0","0","0","0","3469","0","0" 
"00","State of Maryland","U.S. Congress","06","Kiambo ""Bo"" White","DEM","","0","0","0","0","0","670","0","0" 
"00","State of Maryland","U.S. Congress","06","A. Mark Wilks","DEM","","0","0","0","0","0","556","0","0" 
"00","State of Maryland","U.S. Congress","07","Mark S. Conway, Jr.","DEM","","0","0","0","0","0","0","20197","0" 
"00","State of Maryland","U.S. Congress","07","Tashi K. Davis","DEM","","0","0","0","0","0","0","2904","0" 
"00","State of Maryland","U.S. Congress","07","Theo R. Gillespie","DEM","","0","0","0","0","0","0","1573","0" 
"00","State of Maryland","U.S. Congress","07","Kweisi Mfume","DEM","Y","0","0","0","0","0","0","57793","0" 
"00","State of Maryland","U.S. Congress","08","J. D. Kumar","DEM","","0","0","0","0","0","0","0","2538" 
"00","State of Maryland","U.S. Congress","08","Stephen Alan Leon","DEM","","0","0","0","0","0","0","0","2453" 
"00","State of Maryland","U.S. Congress","08","Jamie Raskin","DEM","Y","0","0","0","0","0","0","0","98179" 
"00","State of Maryland","U.S. Congress","08","Boris Kabel Velasquez","DEM","","0","0","0","0","0","0","0","2767" 
