"County","County Name","Office Name","Office District","Candidate Name ","Party","Winner","Congressional District 1","Congressional District 2","Congressional District 3","Congressional District 4","Congressional District 5","Congressional District 6","Congressional District 7","Congressional District 8" 
"00","State of Maryland","President - Vice Pres","","Nikki R. Haley","REP","","14102","10127","12659","1434","8303","9316","2128","6523" 
"00","State of Maryland","President - Vice Pres","","Donald J. Trump","REP","Y","61630","34152","30282","3522","29415","41959","8592","10941" 
"00","State of Maryland","President - Vice Pres","01","Nikki R. Haley","REP","","14102","","","","","","","" 
"00","State of Maryland","President - Vice Pres","01","Donald J. Trump","REP","Y","61630","","","","","","","" 
"00","State of Maryland","President - Vice Pres","02","Nikki R. Haley","REP","","","10127","","","","","","" 
"00","State of Maryland","President - Vice Pres","02","Donald J. Trump","REP","Y","","34152","","","","","","" 
"00","State of Maryland","President - Vice Pres","03","Nikki R. Haley","REP","","","","12659","","","","","" 
"00","State of Maryland","President - Vice Pres","03","Donald J. Trump","REP","Y","","","30282","","","","","" 
"00","State of Maryland","President - Vice Pres","04","Nikki R. Haley","REP","","","","","1434","","","","" 
"00","State of Maryland","President - Vice Pres","04","Donald J. Trump","REP","Y","","","","3522","","","","" 
"00","State of Maryland","President - Vice Pres","05","Nikki R. Haley","REP","","","","","","8303","","","" 
"00","State of Maryland","President - Vice Pres","05","Donald J. Trump","REP","Y","","","","","29415","","","" 
"00","State of Maryland","President - Vice Pres","06","Nikki R. Haley","REP","","","","","","","9316","","" 
"00","State of Maryland","President - Vice Pres","06","Donald J. Trump","REP","Y","","","","","","41959","","" 
"00","State of Maryland","President - Vice Pres","07","Nikki R. Haley","REP","","","","","","","","2128","" 
"00","State of Maryland","President - Vice Pres","07","Donald J. Trump","REP","Y","","","","","","","8592","" 
"00","State of Maryland","President - Vice Pres","08","Nikki R. Haley","REP","","","","","","","","","6523" 
"00","State of Maryland","President - Vice Pres","08","Donald J. Trump","REP","Y","","","","","","","","10941" 
"00","State of Maryland","U.S. Senator","","Moe H. Barakat","REP","","479","298","338","76","253","434","124","201" 
"00","State of Maryland","U.S. Senator","","Chris Chaffee","REP","","2500","930","1091","164","2203","1619","228","399" 
"00","State of Maryland","U.S. Senator","","Robin Ficker","REP","","24807","11189","8763","1206","9870","17572","3144","2966" 
"00","State of Maryland","U.S. Senator","","Lorie R. Friend","REP","","1297","814","763","104","630","1686","247","326" 
"00","State of Maryland","U.S. Senator","","Larry Hogan","REP","Y","45224","30677","31532","3329","24174","28651","6730","13344" 
"00","State of Maryland","U.S. Senator","","John A. Myrick","REP","","1157","685","802","97","676","1035","198","337" 
"00","State of Maryland","U.S. Senator","","Laban Y. Seyoum","REP","","172","119","101","32","102","138","44","74" 
"00","State of Maryland","U.S. Congress","01","Chris Bruneau, Sr.","REP","","11946","","","","","","","" 
"00","State of Maryland","U.S. Congress","01","Andy Harris","REP","Y","57010","","","","","","","" 
"00","State of Maryland","U.S. Congress","01","Michael Scott Lemon","REP","","4714","","","","","","","" 
"00","State of Maryland","U.S. Congress","02","Kim Klacik","REP","Y","","25377","","","","","","" 
"00","State of Maryland","U.S. Congress","02","John Thormann","REP","","","5414","","","","","","" 
"00","State of Maryland","U.S. Congress","02","Dave Wallace","REP","","","9433","","","","","","" 
"00","State of Maryland","U.S. Congress","03","Arthur Radford Baker, Jr.","REP","","","","6931","","","","","" 
"00","State of Maryland","U.S. Congress","03","Ray Bly","REP","","","","2015","","","","","" 
"00","State of Maryland","U.S. Congress","03","Berney Flowers","REP","","","","6028","","","","","" 
"00","State of Maryland","U.S. Congress","03","Thomas E. ""Pinkston"" Harris","REP","","","","2857","","","","","" 
"00","State of Maryland","U.S. Congress","03","Jordan Mayo","REP","","","","2918","","","","","" 
"00","State of Maryland","U.S. Congress","03","Naveed Mian","REP","","","","1085","","","","","" 
"00","State of Maryland","U.S. Congress","03","Joshua M. Morales","REP","","","","3159","","","","","" 
"00","State of Maryland","U.S. Congress","03","John Rea","REP","","","","1120","","","","","" 
"00","State of Maryland","U.S. Congress","03","Robert J. Steinberger","REP","Y","","","8766","","","","","" 
"00","State of Maryland","U.S. Congress","04","George McDermott","REP","Y","","","","3563","","","","" 
"00","State of Maryland","U.S. Congress","05","Michelle Talkington","REP","Y","","","","","27202","","","" 
"00","State of Maryland","U.S. Congress","06","Dan Cox","REP","","","","","","","14797","","" 
"00","State of Maryland","U.S. Congress","06","Chris Hyser","REP","","","","","","","1625","","" 
"00","State of Maryland","U.S. Congress","06","Neil C. Parrott","REP","Y","","","","","","22604","","" 
"00","State of Maryland","U.S. Congress","06","Todd A. Puglisi","REP","","","","","","","446","","" 
"00","State of Maryland","U.S. Congress","06","Mariela Roca","REP","","","","","","","6071","","" 
"00","State of Maryland","U.S. Congress","06","Tom Royals","REP","","","","","","","2060","","" 
"00","State of Maryland","U.S. Congress","06","Brenda J. Thiam","REP","","","","","","","1607","","" 
"00","State of Maryland","U.S. Congress","07","Scott M. Collier","REP","Y","","","","","","","4289","" 
"00","State of Maryland","U.S. Congress","07","Wayne ""For Freedom"" McNeal","REP","","","","","","","","2804","" 
"00","State of Maryland","U.S. Congress","07","Lorrie A. Sigley","REP","","","","","","","","1951","" 
"00","State of Maryland","U.S. Congress","08","Cheryl Riley","REP","Y","","","","","","","","9647" 
"00","State of Maryland","U.S. Congress","08","Michael Yadeta","REP","","","","","","","","","4290" 
"03","Baltimore City","Mayor","","Michael Moore","REP","","","109","","","","","1195","" 
"03","Baltimore City","Mayor","","Donald E. Scoggins","REP","","","86","","","","","801","" 
"03","Baltimore City","Mayor","","Shannon Wright","REP","Y","","150","","","","","1318","" 
"03","Baltimore City","President City Council","","Emmanuel Digman","REP","Y","","282","","","","","2606","" 
"03","Baltimore City","Member City Council","002","Andy Zipay","REP","Y","","","","","","","215","" 
"03","Baltimore City","Member City Council","006","Ronday Wilson","REP","Y","","65","","","","","71","" 
"03","Baltimore City","Member City Council","007","Christopher Michael Anderson","REP","Y","","41","","","","","100","" 
"03","Baltimore City","Member City Council","013","Alexander Artis","REP","Y","","","","","","","144","" 
"08","Cecil County","County Executive","","Danielle Hornberger","REP","","6538","","","","","","","" 
"08","Cecil County","County Executive","","Adam Streight","REP","Y","7445","","","","","","","" 
"08","Cecil County","County Council","001","Bob Meffley","REP","Y","9086","","","","","","","" 
"08","Cecil County","County Council","001","Sandra D. Ward","REP","","4221","","","","","","","" 
"08","Cecil County","County Council","005","Dawn Branch","REP","Y","6750","","","","","","","" 
"08","Cecil County","County Council","005","Jackie Gregory","REP","","6588","","","","","","","" 
"08","Cecil County","Judge Circuit Court","Cecil County Circuit Court 02","Cameron A. Brown","REP","Y","10511","","","","","","","" 
"04","Baltimore County","Judge Circuit Court","Baltimore County Circuit Court 03","Michael S. Barranco","REP","Y","3816","16383","","","","","4057","" 
"04","Baltimore County","Judge Circuit Court","Baltimore County Circuit Court 03","Robert N. Daniels","REP","","2138","10704","","","","","3183","" 
"04","Baltimore County","Judge Circuit Court","Baltimore County Circuit Court 03","Patricia DeMaio","REP","Y","3518","15156","","","","","3758","" 
"04","Baltimore County","Judge Circuit Court","Baltimore County Circuit Court 03","Marc A. DeSimone, Jr.","REP","Y","3314","13841","","","","","3272","" 
"04","Baltimore County","Judge Circuit Court","Baltimore County Circuit Court 03","James Rhodes","REP","Y","3325","13889","","","","","3447","" 
"13","Harford County","Judge Circuit Court","Harford County Circuit Court 03","Alex M. Allman","REP","Y","18545","","","","","","","" 
"12","Garrett County","Judge Circuit Court","Garrett County Circuit Court 04","Justin N. Gregory","REP","Y","","","","","","3973","","" 
"22","Washington County","Judge Circuit Court","Washington County Circuit Court 04","Kirk C. Downey","REP","Y","","","","","","10210","","" 
"02","Anne Arundel County","Judge Circuit Court","Anne Arundel County Circuit Court 05","Christina Bayne","REP","","","","6351","","2344","","","" 
"02","Anne Arundel County","Judge Circuit Court","Anne Arundel County Circuit Court 05","Thomas F. Casey","REP","Y","","","8950","","3714","","","" 
"02","Anne Arundel County","Judge Circuit Court","Anne Arundel County Circuit Court 05","Christine Marie Celeste","REP","Y","","","9997","","3488","","","" 
"02","Anne Arundel County","Judge Circuit Court","Anne Arundel County Circuit Court 05","Ginina A. Jackson-Stevenson","REP","","","","4599","","1558","","","" 
"02","Anne Arundel County","Judge Circuit Court","Anne Arundel County Circuit Court 05","John Robinson","REP","","","","5861","","2060","","","" 
"14","Howard County","Judge Circuit Court","Howard County Circuit Court 05","Lara Weathersbee","REP","Y","","","10405","","","","","" 
"11","Frederick County","Judge Circuit Court","Frederick County Circuit Court 06","Joanmarie Raymond Brubaker","REP","Y","","","","","","14037","","" 
"16","Montgomery County","Judge Circuit Court","Montgomery County Circuit Court 06","Marybeth Ayres","REP","Y","","","","305","","3642","","10609" 
"16","Montgomery County","Judge Circuit Court","Montgomery County Circuit Court 06","Jennifer S. Fairfax","REP","Y","","","","324","","3662","","10719" 
