document_id,metadata_document_id,url,final_url,publication_date,retrieved_at,raw_path,sha256,bytes,content_type,status,notes,candidate_document_registration
5759e0d661fee9e562c10f15,5759e0d661fee9e562c10f15,http://www.summerforpa.com/healthcare,https://web.archive.org/web/20180129002517/http://www.summerforpa.com/healthcare,,2026-08-19T23:26:23.237482+00:00,data/raw/policy_historical_d/sources/5759e0d661fee9e562c10f15.html,b5c894776596c6bb5b995a2dba0d46400fbf68ec78c8fcfdc39415385cad793f,37105,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
533efdb2908ecdba02af4e57,533efdb2908ecdba02af4e57,https://web.archive.org/web/20180706022642/https://www.ferrellfor24.com/,https://web.archive.org/web/20180706022642/https://www.ferrellfor24.com/,2018-07-06,2026-08-21T01:40:44.741018+00:00,data/raw/policy_historical_d/sources/533efdb2908ecdba02af4e57.com,6f65f5ea032d98d4f58d9ede0ce22f38d03f7ba32793cfc9a288bd3ef2986c1d,90150,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
f08f805bb886c05687fb2796,f08f805bb886c05687fb2796,https://anthonyclark2018.com/,https://web.archive.org/web/20180309053217id_/https://anthonyclark2018.com/,,2026-08-19T23:30:24.104127+00:00,data/raw/policy_historical_d/sources/f08f805bb886c05687fb2796.com,0ee649a0e121355fc000a3605f9113a820bc27843972dfe8bc9d6b9146f4c105,30359,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
33772c74f265cb8949565fc7,33772c74f265cb8949565fc7,https://yasmineforvirginia.com/issues/healthcare/embed,https://web.archive.org/web/20190513204442/https://yasmineforvirginia.com/issues/healthcare/embed/,2019-05-13,2026-08-20T02:56:12.275349+00:00,data/raw/policy_historical_d/sources/33772c74f265cb8949565fc7.html,9a37dcc537024e7144c2d6a5164f8c526f3e1fc309ba19e708b2de7e74ba9833,49705,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
f8470849dce3ccde886d3d7f,f8470849dce3ccde886d3d7f,https://www.connectionnewspapers.com/news/2019/may/23/corado-v-walkinshaw-braddock-district-nomination,https://www.connectionnewspapers.com/news/2019/may/23/corado-v-walkinshaw-braddock-district-nomination/,2019-05-23,2026-08-19T23:26:58.028322+00:00,data/raw/policy_historical_d/sources/f8470849dce3ccde886d3d7f.html,0fcf2b479e5239884fb6d24fd00c98a29cddc9986bea2d9bb04aa4fae393a73d,39827,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
1a5c61a3eb314db39c065ad9,1a5c61a3eb314db39c065ad9,https://web.archive.org/web/20200417120740id_/https://www.electerika.com/,https://web.archive.org/web/20200417120740id_/https://www.electerika.com/,2020-04-17,2026-08-21T01:41:40.333574+00:00,data/raw/policy_historical_d/sources/1a5c61a3eb314db39c065ad9.com,97c753ef4ba5380249ca0de6271b34ea90aa4779cda7525e5b5e72e053663a4a,97579,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
7c1fab3578808cbb3c8b7d34,7c1fab3578808cbb3c8b7d34,https://web.archive.org/web/20200807144522id_/https://www.chriscoons.com/issue/health-care/,https://web.archive.org/web/20200807144522id_/https://www.chriscoons.com/issue/health-care/,2020-08-07,2026-08-21T03:51:07.436945+00:00,data/raw/policy_historical_d/sources/7c1fab3578808cbb3c8b7d34.html,c90933a4be28cea3d5ba7d40ee918700b91c055674a1d26b559f7cf55d41c8c2,18090,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
165db88be85414909f8c3052,165db88be85414909f8c3052,https://web.archive.org/web/20200225041812id_/https://erinforda.com/,https://web.archive.org/web/20200225041812id_/https://erinforda.com/,2020-02-25,2026-08-21T03:51:04.140989+00:00,data/raw/policy_historical_d/sources/165db88be85414909f8c3052.com,14b4ec61adbdd10d7c1f73a74d33b62faa3159e06972258201848f933d168def,41893,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
ced3744e1cf283fa229921a5,ced3744e1cf283fa229921a5,https://web.archive.org/web/20200616200312id_/https://badrunkhan.com/issues,https://web.archive.org/web/20200616200312id_/https://badrunkhan.com/issues/,2020-06-16,2026-08-21T03:51:06.502519+00:00,data/raw/policy_historical_d/sources/ced3744e1cf283fa229921a5.html,8ab3ee8d0f7db5c455b4c0687118b568d351fcc625da08e392b1d568fdfa7bc7,68911,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
50d0bff9bd2a5021ecd19a57,50d0bff9bd2a5021ecd19a57,https://salazarforsenate.com/issues/labor,https://web.archive.org/web/20200414162939/https://salazarforsenate.com/issues/labor,,2026-08-19T23:24:41.810422+00:00,data/raw/policy_historical_d/sources/50d0bff9bd2a5021ecd19a57.html,28ca121a6e953efcc0d942c3aa746eecd1438e3c75a2573f0d214c68710d8daa,84298,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
7b4a051f1daa3b23eae745b6,7b4a051f1daa3b23eae745b6,https://www.ericafora2.com/platform,https://www.ericafora2.com/platform,2020-05-02,2026-08-20T02:04:28.426779+00:00,data/raw/policy_historical_d/sources/7b4a051f1daa3b23eae745b6.html,ef93aff60a2e3d2ac086c43fb3abad07bfc5269951fa7fccbdc6ba010c8fcaae,116007,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
hd-jabari-brisport-2020,,https://jabariforstatesenate.com/healthcare,https://jabariforstatesenate.com/platform/healthcare/,,2026-09-23,data/raw/policy_historical_d/sources/jabari-brisport-healthcare.html,31c9bdde34c91033bfc5474e22710899d242cfabea90e15dfcefb79b0a7055f7,69631,text/html,excluded,"Current 2026 reelection platform retained as contextual candidate material only. Wayback CDX found no capture before the June 23, 2020 primary; earliest retained capture located was 2020-09-07.","{""archive_url"": """", ""candidate_name"": ""Jabari Brisport"", ""candidate_only_locator"": ""Healthcare opening paragraph"", ""canonical_race_id"": ""race-f8472a6d24864b436bac"", ""election_date"": ""2020-06-23"", ""publication_date"": null, ""race_id"": ""race-f8472a6d24864b436bac"", ""role"": ""endorsed"", ""source_type"": ""candidate_campaign_platform"", ""source_url"": ""https://jabariforstatesenate.com/healthcare""}"
hd-brandon-west-2021,,https://jimowles.org/news/candidate-answers-to-joldc-brandon-west-for-city-council-district-39,https://jimowles.org/news/candidate-answers-to-joldc-brandon-west-for-city-council-district-39,2021-01-08,2026-09-23,data/raw/policy_historical_d/sources/brandon-west-joldc.html,28877cff367cc72bee73196e028d0ef2c1410c7ea996059e354c1252a66d79a2,127676,text/html,used,"Semantically reviewed candidate-only locator. Printed time element “January 8, 2021” and JSON-LD datePublished 2021-01-08T18:13:00-0500.","{""archive_url"": """", ""candidate_name"": ""Brandon West"", ""candidate_only_locator"": ""police-budget answer"", ""canonical_race_id"": ""race-60a20e415203eadd2b99"", ""election_date"": ""2021-06-22"", ""publication_date"": ""2021-01-08"", ""race_id"": ""race-60a20e415203eadd2b99"", ""role"": ""endorsed"", ""source_type"": ""candidate_questionnaire"", ""source_url"": ""https://jimowles.org/news/candidate-answers-to-joldc-brandon-west-for-city-council-district-39""}"
b0753c7fa159cc969876d33f,b0753c7fa159cc969876d33f,https://www.justin2021.org/transform-how-we-police,https://web.archive.org/web/20210617185053/https://www.justin2021.org/transform-how-we-police,,2026-08-19T23:28:52.926379+00:00,data/raw/policy_historical_d/sources/b0753c7fa159cc969876d33f.html,6b4f6653f559e31c257ab540f1824339f8f1b03842ba179b30e7f0b895d68bcc,201140,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
3aec2d089127fa71f22691bb,3aec2d089127fa71f22691bb,https://web.archive.org/web/20210530235121/https://www.shahanafrombk.com/safety,https://web.archive.org/web/20210530235121/https://www.shahanafrombk.com/safety,,2026-08-20T04:31:18.373568+00:00,data/raw/policy_historical_d/sources/3aec2d089127fa71f22691bb.html,d564af627585ca3f9a887ffc3685a362926aefe666f6b6045df7ea63349d337c,92392,text/html,used,Cached candidate source semantically reviewed; packet metadata preserved exactly.,
