document_id,url,final_url,publication_date,retrieved_at,raw_path,sha256,bytes,status,notes,retrieved_at_precision
ny7-claire-issues-20260613,https://clairevaldezforcongress.com/issues,https://web.archive.org/web/20260613064424id_/https://clairevaldezforcongress.com/issues,,2026-09-22T17:28:28-07:00,data/raw/policy_ny_2026/claire-issues-20260613064424.html,c0efaf4fcf38d55cae4842b1df4e46851bbe850b0296e49790385279a0357a8d,81245,used,"Campaign issues page; page is undated, but this Wayback capture proves the text existed by 2026-06-13.",
ny7-reynoso-politicsny-20260522,https://politicsny.com/2026/05/22/campaign-insiders-a-qa-with-ny-7-candidate-antonio-reynoso/,https://politicsny.com/2026/05/22/campaign-insiders-a-qa-with-ny-7-candidate-antonio-reynoso/,2026-05-22,2026-09-22T17:28:28-07:00,data/raw/policy_ny_2026/antonio-reynoso-politicsny-2026-05-22.html,ec8efd260710ef38aa16524140ff93c94c76b7923ac17f7c4ba7e5f83bc497bc,92825,used,"Dated candidate Q&A. Excerpts use only Reynoso answers, excluding prompts and reporter text.",
ny13-darializa-streetsblog-20260616,https://nyc.streetsblog.org/2026/06/16/lucky-13-darializa-avila-chevalier-answers-questions-that-rep-adriano-espaillat-wont,https://nyc.streetsblog.org/2026/06/16/lucky-13-darializa-avila-chevalier-answers-questions-that-rep-adriano-espaillat-wont,2026-06-16,2026-09-22T17:28:28-07:00,data/raw/policy_ny_2026/darializa-streetsblog-2026-06-16.html,061425eeb8e813541637d3325d84dd00b0d35c64a1a8ab2c53055d5e0c97215d,126284,used,Dated questionnaire. Excerpts use only text following the Darializa Avila Chevalier speaker label.,
ny13-espaillat-issues-20260616,https://www.adrianoespaillat.com/issues,https://web.archive.org/web/20260616175954id_/https://www.adrianoespaillat.com/issues,,2026-09-22T17:28:28-07:00,data/raw/policy_ny_2026/espaillat-issues-20260616175954.html,2d9a8911239eb2fba721ef450e0239b6e68fb48998cf9f9bb9a06c0d043c1bf5,310183,used,Campaign issues page is undated; pre-primary Wayback capture establishes existence by 2026-06-16.,
ny14-aoc-issues-20260615,https://www.ocasiocortez.com/issues,https://web.archive.org/web/20260615095034id_/https://www.ocasiocortez.com/issues,,2026-09-22T17:28:28-07:00,data/raw/policy_ny_2026/aoc-issues-20260615095034.html,e9187e6989b6af0f7bcd40f0bbc609b79b2248eee8ede3a1d628324c03454a9d,128706,used,Campaign platform is undated; pre-primary Wayback capture establishes existence by 2026-06-15.,
ny14-dolan-bronxtimes-20260414,https://www.bxtimes.com/marty-dolan-campaigns-for-second-time-to-challenge-aoc/,https://www.bxtimes.com/marty-dolan-campaigns-for-second-time-to-challenge-aoc/,2026-04-14,2026-09-22T17:28:28-07:00,data/raw/policy_ny_2026/marty-dolan-bronx-times-2026-04-14.html,a9bebd82a80dde16779c746e1707aed68b598d3f88233e27bb22e07b54288376,123592,used,Dated interview/article. Excerpts use statements directly attributed to Dolan.,
ny14-felipe-campaign-undated-current,https://www.garcia2026.net/,https://www.garcia2026.net/,,2026-09-22T17:28:28-07:00,data/raw/policy_ny_2026/felipe-garcia-campaign.html,0f63d23864a5062a10972370fba09afb356461e6007920bbacbd21a233e17816,938863,excluded,Undated page retrieved after the primary; cannot establish Felipe Garcia positions by 2026-06-23.,
ny14-felipe-nycvotes-current-shell,https://www.nycvotes.org/whats-on-the-ballot/june-2026-primary-election-voter-guide/representative-in-congress-june-2026-primary-election-voter-guide-nyc-votes/candidate-profile-june-2026-primary-election-voter-guide-nyc-votes/?bannerTitle=Felipe+Garcia&candidateId=V1752&electionCycle=2026&geoAreaAbbr=14&partyId=D,https://www.nycvotes.org/whats-on-the-ballot/june-2026-primary-election-voter-guide/representative-in-congress-june-2026-primary-election-voter-guide-nyc-votes/candidate-profile-june-2026-primary-election-voter-guide-nyc-votes/?bannerTitle=Felipe+Garcia&candidateId=V1752&electionCycle=2026&geoAreaAbbr=14&partyId=D,,2026-09-22T17:28:28-07:00,data/raw/policy_ny_2026/felipe-garcia-nyc-votes-2026-primary.html,c81d55fdd6bc64141b7f4feff9287e3f428dcfc7c464305fe26e4e6bccca4612,57538,excluded,Captured server shell did not contain the candidate questionnaire text; not used.,
ny7-julie-won-undated-current,https://www.juliewon.com/immigration,https://www.juliewon.com/immigration,,2026-09-22T17:28:28-07:00,data/raw/policy_ny_2026/julie-won-immigration-undated-current.html,bf4d0c2fe5252a3e32908499c90a4da5f961c7a7d989c5ef37b406d145929f1b,154,excluded,Undated current response was not a usable full pre-primary policy source.,
ny7-julie-won-nycvotes-2026,https://bengali.nycvotes.org/whats-on-the-ballot/june-2026-primary-election-voter-guide/representative-in-congress-june-2026-primary-election-voter-guide-nyc-votes/candidate-profile-june-2026-primary-election-voter-guide-nyc-votes/?bannerTitle=Julie+Won&candidateId=V1722&electionCycle=2026&geoAreaAbbr=07&partyId=D,https://www.nycvotes.org/eFCandidateList/renderCandidateProfile?candidateId=V1722&electionCycle=2026&officeType=10&partyId=D&geoAreaAbbr=07&officelevel=3&languageType=en-US&umbracoPageId=5512,,2026-09-23,data/raw/policy_ny_2026/julie-won-nycvotes-profile-fragment.html,4d9decd022591529b146eb1e07459f5fe2c2f7c18cbd7b448a4d33c965220ac3,24992,timing_unverified,Guide ties answers to June2026 election; publication time and pre-primary text version unverified. Retrieved_at precision is date-only.,date_only
