item_id,title,source_url,api_source_url,publication_timestamp,publication_date,updated_timestamp,updated_date,publisher_timezone,retrieved_at,raw_record_path,raw_record_sha256,complete_body_path,complete_body_sha256,parent_response_path,parent_response_sha256,parent_item_index,status,candidate_answer_title
69c040412b1d0b276853aa26,Candidate Answers to JOLDC: Lindsey Boylan for City Council District 3,https://jimowles.org/news/candidate-answers-to-joldc-lindsey-boylan-for-city-council-district-3-2026,https://jimowles.org/news?category=questionnaire&format=json,2026-03-23T03:27:00.749000+00:00,2026-03-22,2026-03-23T14:54:57.529000+00:00,2026-03-23,America/New_York,2026-09-23T08:10:56.505020+00:00,data/raw/questionnaire_library/joldc/post-69c040412b1d0b276853aa26-94cf2c77c89141c887da20fa985826cdd5e4d720064f0da885db1bb856cb4a96.json,94cf2c77c89141c887da20fa985826cdd5e4d720064f0da885db1bb856cb4a96,data/raw/questionnaire_library/joldc/post-69c040412b1d0b276853aa26-94cf2c77c89141c887da20fa985826cdd5e4d720064f0da885db1bb856cb4a96.html,2e1ffc9dc94a63dbb16e5eb72416d61844a7bb0f526be7cf884c89cfb8501683,data/raw/questionnaire_library/joldc/index-a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e.json.gz,a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e,0,captured_full_post_not_semantically_reviewed,True
69c03dae60dc6e7bf26d77af,Candidate Answers to JOLDC: Leslie Boghosian Murphy for City Council District 3,https://jimowles.org/news/candidate-answers-to-joldc-leslie-boghosian-murphy-for-city-council-district-3-2026,https://jimowles.org/news?category=questionnaire&format=json,2026-03-23T03:27:00.330000+00:00,2026-03-22,2026-03-23T14:55:08.577000+00:00,2026-03-23,America/New_York,2026-09-23T08:10:56.505020+00:00,data/raw/questionnaire_library/joldc/post-69c03dae60dc6e7bf26d77af-d1086823273bcfaf8cdcbd4a0f1626020dbaadd5f615a87420d12f71b87c6038.json,d1086823273bcfaf8cdcbd4a0f1626020dbaadd5f615a87420d12f71b87c6038,data/raw/questionnaire_library/joldc/post-69c03dae60dc6e7bf26d77af-d1086823273bcfaf8cdcbd4a0f1626020dbaadd5f615a87420d12f71b87c6038.html,4ba7952aa3a07faefc00cdd097c36868d1d625804fe4abe13531e221912146a2,data/raw/questionnaire_library/joldc/index-a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e.json.gz,a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e,1,captured_full_post_not_semantically_reviewed,True
68d94e5bbfb1307bd0add323,Candidate Answers to JOLDC: Carl Wilson for City Council District 3,https://jimowles.org/news/candidate-answers-to-joldc-carl-wilson-for-city-council-district-3-2026,https://jimowles.org/news?category=questionnaire&format=json,2026-03-23T03:27:00.253000+00:00,2026-03-22,2026-03-23T14:55:28.529000+00:00,2026-03-23,America/New_York,2026-09-23T08:10:56.505020+00:00,data/raw/questionnaire_library/joldc/post-68d94e5bbfb1307bd0add323-5d8c5da2f7ed7797853707667a25a3bfdbb4f325a06bb6a39948ad1e934359fc.json,5d8c5da2f7ed7797853707667a25a3bfdbb4f325a06bb6a39948ad1e934359fc,data/raw/questionnaire_library/joldc/post-68d94e5bbfb1307bd0add323-5d8c5da2f7ed7797853707667a25a3bfdbb4f325a06bb6a39948ad1e934359fc.html,c997d7be404d286748c7ab7bf85ade961bcb241d7e7815ec51eb60dd3dbeba5b,data/raw/questionnaire_library/joldc/index-a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e.json.gz,a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e,2,captured_full_post_not_semantically_reviewed,True
6a2d7ae13c1ee8292ca3d0ae,Candidate Answers to JOLDC: Chuck Park for US Congress NY-06,https://jimowles.org/news/candidate-answers-to-joldc-chuck-park-for-us-congress-ny-06-2026,https://jimowles.org/news?category=questionnaire&format=json,2026-03-23T03:24:00.540000+00:00,2026-03-22,2026-06-13T17:32:47.709000+00:00,2026-06-13,America/New_York,2026-09-23T08:10:56.505020+00:00,data/raw/questionnaire_library/joldc/post-6a2d7ae13c1ee8292ca3d0ae-2ca9e85f35d78a4c06a8312a20dfb96c570572872ab4b3d4930e846b0edfbe15.json,2ca9e85f35d78a4c06a8312a20dfb96c570572872ab4b3d4930e846b0edfbe15,data/raw/questionnaire_library/joldc/post-6a2d7ae13c1ee8292ca3d0ae-2ca9e85f35d78a4c06a8312a20dfb96c570572872ab4b3d4930e846b0edfbe15.html,bc9fa2de42660bc58748c1377a1cb12ba30514bf438e45cd4ab25e07cb04e4d8,data/raw/questionnaire_library/joldc/index-a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e.json.gz,a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e,3,captured_full_post_not_semantically_reviewed,True
6a25eeb2d5be4c54ec6ada2e,Candidate Answers to JOLDC: Grace Meng for US Congress NY-06,https://jimowles.org/news/candidate-answers-to-joldc-grace-meng-for-us-congress-ny-06-2026,https://jimowles.org/news?category=questionnaire&format=json,2026-03-23T03:24:00.026000+00:00,2026-03-22,2026-06-13T15:44:33.851000+00:00,2026-06-13,America/New_York,2026-09-23T08:10:56.505020+00:00,data/raw/questionnaire_library/joldc/post-6a25eeb2d5be4c54ec6ada2e-d82ed84f94e33426de89d262a04decc90b84b6301c47063a511cab2398a08d9f.json,d82ed84f94e33426de89d262a04decc90b84b6301c47063a511cab2398a08d9f,data/raw/questionnaire_library/joldc/post-6a25eeb2d5be4c54ec6ada2e-d82ed84f94e33426de89d262a04decc90b84b6301c47063a511cab2398a08d9f.html,640cc953a8080a9ca14276988dd558be3275bd20514ea118ee2cf86ec5739908,data/raw/questionnaire_library/joldc/index-a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e.json.gz,a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e,4,captured_full_post_not_semantically_reviewed,True
6a2d8466ba8bd24e6384f8fe,Candidate Answers to JOLDC: Claire Valdez for US Congress NY-07,https://jimowles.org/news/candidate-answers-to-joldc-claire-valdez-for-us-congress-ny-07-2026,https://jimowles.org/news?category=questionnaire&format=json,2026-03-23T03:23:00.492000+00:00,2026-03-22,2026-06-13T17:31:32.440000+00:00,2026-06-13,America/New_York,2026-09-23T08:10:56.505020+00:00,data/raw/questionnaire_library/joldc/post-6a2d8466ba8bd24e6384f8fe-75c974377f69f6f0e7e0a3b56f87cb368a682a104ad4396a1eacb656a1057d08.json,75c974377f69f6f0e7e0a3b56f87cb368a682a104ad4396a1eacb656a1057d08,data/raw/questionnaire_library/joldc/post-6a2d8466ba8bd24e6384f8fe-75c974377f69f6f0e7e0a3b56f87cb368a682a104ad4396a1eacb656a1057d08.html,1dce34b32e463316526f483c4fc3fd14a6d9d5da2572951a37d8938fe0120dee,data/raw/questionnaire_library/joldc/index-a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e.json.gz,a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e,5,captured_full_post_not_semantically_reviewed,True
6a25eca6d8c9092abdbd08cb,Candidate Answers to JOLDC: Julie Won for US Congress NY-07,https://jimowles.org/news/candidate-answers-to-joldc-julie-won-for-us-congress-ny-07-2026,https://jimowles.org/news?category=questionnaire&format=json,2026-03-23T03:23:00.461000+00:00,2026-03-22,2026-06-07T22:38:20.093000+00:00,2026-06-07,America/New_York,2026-09-23T08:10:56.505020+00:00,data/raw/questionnaire_library/joldc/post-6a25eca6d8c9092abdbd08cb-6c522508e7117a07d58a2a9a617d175cf1706c2480835ebc09ce2a565d048cbb.json,6c522508e7117a07d58a2a9a617d175cf1706c2480835ebc09ce2a565d048cbb,data/raw/questionnaire_library/joldc/post-6a25eca6d8c9092abdbd08cb-6c522508e7117a07d58a2a9a617d175cf1706c2480835ebc09ce2a565d048cbb.html,5d600eab0a551b0913837931694017e47d67b2ad0050d27397cdc768ee28bae5,data/raw/questionnaire_library/joldc/index-a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e.json.gz,a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e,6,captured_full_post_not_semantically_reviewed,True
6a2d896ea5bfda283e8367a1,Candidate Answers to JOLDC: Antonio Reynoso for US Congress NY-07,https://jimowles.org/news/candidate-answers-to-joldc-antonio-reynoso-for-us-congress-ny-07-2026,https://jimowles.org/news?category=questionnaire&format=json,2026-03-23T03:23:00.410000+00:00,2026-03-22,2026-06-13T17:33:39.732000+00:00,2026-06-13,America/New_York,2026-09-23T08:10:56.505020+00:00,data/raw/questionnaire_library/joldc/post-6a2d896ea5bfda283e8367a1-cccbb3c542710653399ffbce532d5bb95754961c4c1d8a3f1c338ce81f06409e.json,cccbb3c542710653399ffbce532d5bb95754961c4c1d8a3f1c338ce81f06409e,data/raw/questionnaire_library/joldc/post-6a2d896ea5bfda283e8367a1-cccbb3c542710653399ffbce532d5bb95754961c4c1d8a3f1c338ce81f06409e.html,fa6a408d3aaf6e5fc7b3ab47db92a434a9b8a94044d40003c5c6f8e5dd504ce9,data/raw/questionnaire_library/joldc/index-a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e.json.gz,a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e,7,captured_full_post_not_semantically_reviewed,True
69c03ad9fac4005afe93c0e9,Candidate Answers to JOLDC: Brad Lander for US Congress NY-10,https://jimowles.org/news/candidate-answers-to-joldc-brad-lander-for-us-congress-ny-10-2026,https://jimowles.org/news?category=questionnaire&format=json,2026-03-23T03:20:00.234000+00:00,2026-03-22,2026-06-07T22:39:57.838000+00:00,2026-06-07,America/New_York,2026-09-23T08:10:56.505020+00:00,data/raw/questionnaire_library/joldc/post-69c03ad9fac4005afe93c0e9-e6c2ed59ab06654bc073d0c7e1f5b0d5aeecbcf73dc7ad5ee36bc7831cbc8e51.json,e6c2ed59ab06654bc073d0c7e1f5b0d5aeecbcf73dc7ad5ee36bc7831cbc8e51,data/raw/questionnaire_library/joldc/post-69c03ad9fac4005afe93c0e9-e6c2ed59ab06654bc073d0c7e1f5b0d5aeecbcf73dc7ad5ee36bc7831cbc8e51.html,6a67e197f4d575071317cde1f37f09da89fb20f06913e9e0d3ef8c5b5a83aa38,data/raw/questionnaire_library/joldc/index-a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e.json.gz,a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e,8,captured_full_post_not_semantically_reviewed,True
69c016147e16275e5dc2c7df,Candidate Answers to JOLDC: Daniel Goldman for US Congress NY-10,https://jimowles.org/news/candidate-answers-to-joldc-daniel-goldman-for-us-congress-ny-10-2026,https://jimowles.org/news?category=questionnaire&format=json,2026-03-23T03:20:00.176000+00:00,2026-03-22,2026-06-07T22:40:13.867000+00:00,2026-06-07,America/New_York,2026-09-23T08:10:56.505020+00:00,data/raw/questionnaire_library/joldc/post-69c016147e16275e5dc2c7df-f1bba4de16742a33a357697403467a8cd94ce30b04169a1321218d3d5a4a3b22.json,f1bba4de16742a33a357697403467a8cd94ce30b04169a1321218d3d5a4a3b22,data/raw/questionnaire_library/joldc/post-69c016147e16275e5dc2c7df-f1bba4de16742a33a357697403467a8cd94ce30b04169a1321218d3d5a4a3b22.html,4d1cc29f570d4b9c966fe2e93020ee2f2933e38b55c128fb0842da89825aebdb,data/raw/questionnaire_library/joldc/index-a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e.json.gz,a328fe6169a53a4bc1ce6279f22e02590dea195a11ffa2e54906d4ff2af3bc9e,9,captured_full_post_not_semantically_reviewed,True
