document_id,url,final_url,publication_date,retrieved_at,retrieved_at_precision,raw_path,sha256,bytes,status,notes,content_type,artifact_kind,title,evidence_status,archive_capture_date,content_encoding,source_id,metadata_document_id,race_id,candidate_name,capture_date,metadata_publication_date,publication_date_basis,rejected_publication_date,date_correction_basis,original_raw_path,source_updated_date,publisher_date_metadata,encoding,metadata_document_ids,copied_from_metadata_document_id,publication_date_precision,archive_date,identity_evidence,publication_date_text,historical_cycle_evidence,publication_month,publication_period_evidence,candidate_document_registration,updated_date,acquisition_url,publisher_record_path,publisher_parent_path,publisher_parent_item_index,publisher_timezone,publisher_record_sha256,publisher_parent_sha256,available_by_date,availability_evidence,discovery_source_id,unbounded_revision_notice,download_url,acquisition_mode,original_metadata_document_id,source_type,version_timing_basis
ny7-claire-issues-20260613,https://clairevaldezforcongress.com/issues,https://web.archive.org/web/20260613064424id_/https://clairevaldezforcongress.com/issues,,2026-09-22T17:28:28-07:00,,data/raw/policy_ny_2026/claire-issues-20260613064424.html,c0efaf4fcf38d55cae4842b1df4e46851bbe850b0296e49790385279a0357a8d,81245,used,"Campaign issues page; page is undated, but this Wayback capture proves the text existed by 2026-06-13.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny7-reynoso-politicsny-20260522,https://politicsny.com/2026/05/22/campaign-insiders-a-qa-with-ny-7-candidate-antonio-reynoso/,https://politicsny.com/2026/05/22/campaign-insiders-a-qa-with-ny-7-candidate-antonio-reynoso/,2026-05-22,2026-09-22T17:28:28-07:00,,data/raw/policy_ny_2026/antonio-reynoso-politicsny-2026-05-22.html,ec8efd260710ef38aa16524140ff93c94c76b7923ac17f7c4ba7e5f83bc497bc,92825,used,"Dated candidate Q&A. Excerpts use only Reynoso answers, excluding prompts and reporter text.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny13-darializa-streetsblog-20260616,https://nyc.streetsblog.org/2026/06/16/lucky-13-darializa-avila-chevalier-answers-questions-that-rep-adriano-espaillat-wont,https://nyc.streetsblog.org/2026/06/16/lucky-13-darializa-avila-chevalier-answers-questions-that-rep-adriano-espaillat-wont,2026-06-16,2026-09-22T17:28:28-07:00,,data/raw/policy_ny_2026/darializa-streetsblog-2026-06-16.html,bd412ccab3a15f2bc06539e5bdcecf45a778dd505e8542d52f561ff7b59e29f6,126284,used,Dated questionnaire. Excerpts use only text following the Darializa Avila Chevalier speaker label.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny13-espaillat-issues-20260616,https://www.adrianoespaillat.com/issues,https://web.archive.org/web/20260616175954id_/https://www.adrianoespaillat.com/issues,,2026-09-22T17:28:28-07:00,,data/raw/policy_ny_2026/espaillat-issues-20260616175954.html,2d9a8911239eb2fba721ef450e0239b6e68fb48998cf9f9bb9a06c0d043c1bf5,310183,used,Campaign issues page is undated; pre-primary Wayback capture establishes existence by 2026-06-16.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny14-aoc-issues-20260615,https://www.ocasiocortez.com/issues,https://web.archive.org/web/20260615095034id_/https://www.ocasiocortez.com/issues,,2026-09-22T17:28:28-07:00,,data/raw/policy_ny_2026/aoc-issues-20260615095034.html,e9187e6989b6af0f7bcd40f0bbc609b79b2248eee8ede3a1d628324c03454a9d,128706,used,Campaign platform is undated; pre-primary Wayback capture establishes existence by 2026-06-15.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny14-dolan-bronxtimes-20260414,https://www.bxtimes.com/marty-dolan-campaigns-for-second-time-to-challenge-aoc/,https://www.bxtimes.com/marty-dolan-campaigns-for-second-time-to-challenge-aoc/,2026-04-14,2026-09-22T17:28:28-07:00,,data/raw/policy_ny_2026/marty-dolan-bronx-times-2026-04-14.html,a9bebd82a80dde16779c746e1707aed68b598d3f88233e27bb22e07b54288376,123592,used,Dated interview/article. Excerpts use statements directly attributed to Dolan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny14-felipe-campaign-undated-current,https://www.garcia2026.net/,https://www.garcia2026.net/,,2026-09-22T17:28:28-07:00,,data/raw/policy_ny_2026/felipe-garcia-campaign.html,0f63d23864a5062a10972370fba09afb356461e6007920bbacbd21a233e17816,938863,excluded,Undated page retrieved after the primary; cannot establish Felipe Garcia positions by 2026-06-23.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny14-felipe-nycvotes-current-shell,https://www.nycvotes.org/whats-on-the-ballot/june-2026-primary-election-voter-guide/representative-in-congress-june-2026-primary-election-voter-guide-nyc-votes/candidate-profile-june-2026-primary-election-voter-guide-nyc-votes/?bannerTitle=Felipe+Garcia&candidateId=V1752&electionCycle=2026&geoAreaAbbr=14&partyId=D,https://www.nycvotes.org/whats-on-the-ballot/june-2026-primary-election-voter-guide/representative-in-congress-june-2026-primary-election-voter-guide-nyc-votes/candidate-profile-june-2026-primary-election-voter-guide-nyc-votes/?bannerTitle=Felipe+Garcia&candidateId=V1752&electionCycle=2026&geoAreaAbbr=14&partyId=D,,2026-09-22T17:28:28-07:00,,data/raw/policy_ny_2026/felipe-garcia-nyc-votes-2026-primary.html,fb45883e58e374e460ec904eda7120db8ca46218b81a8bc6475bcd6b7e57b518,57538,excluded,Captured server shell did not contain the candidate questionnaire text; not used.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny7-julie-won-undated-current,https://www.juliewon.com/immigration,https://www.juliewon.com/immigration,,2026-09-22T17:28:28-07:00,,data/raw/policy_ny_2026/julie-won-immigration-undated-current.html,bf4d0c2fe5252a3e32908499c90a4da5f961c7a7d989c5ef37b406d145929f1b,154,excluded,Undated current response was not a usable full pre-primary policy source.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny7-julie-won-nycvotes-2026,https://bengali.nycvotes.org/whats-on-the-ballot/june-2026-primary-election-voter-guide/representative-in-congress-june-2026-primary-election-voter-guide-nyc-votes/candidate-profile-june-2026-primary-election-voter-guide-nyc-votes/?bannerTitle=Julie+Won&candidateId=V1722&electionCycle=2026&geoAreaAbbr=07&partyId=D,https://www.nycvotes.org/eFCandidateList/renderCandidateProfile?candidateId=V1722&electionCycle=2026&officeType=10&partyId=D&geoAreaAbbr=07&officelevel=3&languageType=en-US&umbracoPageId=5512,,2026-09-23,date_only,data/raw/policy_ny_2026/julie-won-nycvotes-profile-fragment.html,4d9decd022591529b146eb1e07459f5fe2c2f7c18cbd7b448a4d33c965220ac3,24992,timing_unverified,Guide ties answers to June2026 election; publication time and pre-primary text version unverified. Retrieved_at precision is date-only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny7-vichal-kumar-nycvotes-2026,https://arabic.nycvotes.org/whats-on-the-ballot/june-2026-primary-election-voter-guide/representative-in-congress-june-2026-primary-election-voter-guide-nyc-votes/candidate-profile-june-2026-primary-election-voter-guide-nyc-votes/?bannerTitle=Vichal+Kumar&candidateId=V1646&electionCycle=2026&geoAreaAbbr=07&partyId=D,https://www.nycvotes.org/eFCandidateList/renderCandidateProfile?candidateId=V1646&electionCycle=2026&officeType=10&partyId=D&geoAreaAbbr=07&officelevel=3&languageType=en-US&umbracoPageId=5512,,2026-09-23,date_only,data/raw/policy_ny_2026/vichal-kumar-nycvotes-profile-fragment.html,c7738f11e04275e6ba8101b98f433a3ac6db27ef458e471201555faf88c8143f,24505,timing_unverified,Guide ties answers to June2026 election; publication time and pre-primary text version unverified. Retrieved_at precision is date-only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny13-oscar-romero-nycvotes-2026,https://www.nycvotes.org/whats-on-the-ballot/june-2026-primary-election-voter-guide/representative-in-congress-june-2026-primary-election-voter-guide-nyc-votes/candidate-profile-june-2026-primary-election-voter-guide-nyc-votes/?bannerTitle=Oscar+J+Romero+Jr&candidateId=V1749&electionCycle=2026&geoAreaAbbr=13&partyId=D,https://www.nycvotes.org/eFCandidateList/renderCandidateProfile?candidateId=V1749&electionCycle=2026&officeType=10&partyId=D&geoAreaAbbr=13&officelevel=3&languageType=en-US&umbracoPageId=5512,,2026-09-23,date_only,data/raw/policy_ny_2026/oscar-romero-nycvotes-profile-fragment.html,3eceaeae99070913b21e7d8be69612cc75bd0df0baf6c4985d224ffb6309372b,24943,timing_unverified,Guide ties answers to June2026 election; publication time and pre-primary text version unverified. Retrieved_at precision is date-only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny14-felipe-garcia-nycvotes-2026,https://www.nycvotes.org/whats-on-the-ballot/june-2026-primary-election-voter-guide/representative-in-congress-june-2026-primary-election-voter-guide-nyc-votes/candidate-profile-june-2026-primary-election-voter-guide-nyc-votes/?bannerTitle=Felipe+Garcia&candidateId=V1752&electionCycle=2026&geoAreaAbbr=14&partyId=D,https://www.nycvotes.org/eFCandidateList/renderCandidateProfile?candidateId=V1752&electionCycle=2026&officeType=10&partyId=D&geoAreaAbbr=14&officelevel=3&languageType=en-US&umbracoPageId=5512,,2026-09-23,date_only,data/raw/policy_ny_2026/felipe-garcia-nycvotes-profile-fragment.html,45cef46a09a64bc36047eb04051cf49a96799199d93a0f91ab16ca82b84c17f4,26080,timing_unverified,Guide ties answers to June2026 election; publication time and pre-primary text version unverified. Retrieved_at precision is date-only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ny13-theo-chino-patch-20260604,https://patch.com/new-york/harlem/election-q-meet-ny-13-candidate-theo-chino-tavarez,https://patch.com/new-york/harlem/election-q-meet-ny-13-candidate-theo-chino-tavarez,2026-06-04,2026-09-23,date_only,data/raw/policy_ny_2026/theo-chino-patch-2026-primary-qa.html,655ccb1252cc68584b333999f7ffac43880c366be24e3ec8ed2bdf269c8eeadb,356566,used,"Dated pre-primary candidate Q&A. Excerpts use only CHINO-TAVAREZ answer text and exclude Patch prompts, reporter framing, subscription modules, and sidebars. Retrieved_at precision is date-only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi12-tlaib-gender-20260803021500,https://rashidaforcongress.com/issues/lgbtq-and-gender-justice/,https://web.archive.org/web/20260803021500id_/https://rashidaforcongress.com/issues/lgbtq-and-gender-justice/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/tlaib-gender-20260803.html,92d62c5ab33238dc090bd7642dc06b77aba25f65680a75f8b45dfd9bda1fd0de,90114,used,"Undated campaign issue page; the Wayback capture proves the retained language existed by 2026-08-03, before the Michigan primary. Exact acquisition time was not retained.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi12-tlaib-immigration-20260803021431,https://rashidaforcongress.com/issues/racial-and-immigration-justice/,https://web.archive.org/web/20260803021431id_/https://rashidaforcongress.com/issues/racial-and-immigration-justice/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/tlaib-immigration-20260803.html,c5e93f040c8ca5a0e42cc69cb92d6a0d4fff673221b2533119fb74255f3ceb7f,71330,used,Undated campaign issue page; the Wayback capture proves the retained language existed by 2026-08-03. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi12-nolen-wdet-20260728,https://wdet.org/2026/07/28/inkster-mayor-challenges-rep-rashida-tlaib-in-democratic-primary/,https://wdet.org/2026/07/28/inkster-mayor-challenges-rep-rashida-tlaib-in-democratic-primary/,2026-07-28,2026-09-23,date_only,data/raw/policy_mi_wi_2026/nolen-wdet-2026-07-28.html,f8db374fb22e273ee7c2cb8ac58805002096b8f18ecf686ca75eeb357547e668,362397,used,Dated public-radio candidate interview. The excerpt uses only Nolen's direct quotation; reporter paraphrases are excluded. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi12-jackson-campaign-20260803021851,https://shanellejackson.com/,https://web.archive.org/web/20260803021851id_/https://shanellejackson.com/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/jackson-campaign-20260803021851.html,0373ca0f50e3401bba0afeffe01eab93ba76b467918838745fd5103ad33b567f,173427,used,Campaign policy page captured before the primary; the excerpt is campaign-authored candidate-position text. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi13-mckinney-priorities-20260803023134,https://www.donavanforcongress.com/priorities,https://web.archive.org/web/20260803023134id_/https://www.donavanforcongress.com/priorities,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/mckinney-priorities-20260803023134.html,6c2d146ff1c8edc8cd255cd69513b6541e4dba8288b748a47785cae75e5843a3,433823,used,Full campaign priorities page captured on 2026-08-03; publication date remains unknown and is not inferred from the capture. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi13-thanedar-wdet-20260323,https://wdet.org/2026/03/23/shri-thanedar-says-hes-ready-for-13th-congressional-district-primary/,https://wdet.org/2026/03/23/shri-thanedar-says-hes-ready-for-13th-congressional-district-primary/,2026-03-23,2026-09-23,date_only,data/raw/policy_mi_wi_2026/thanedar-wdet-2026-03-23.html,fe7613086b327be044b8d21fceaccaec64ae70e976fbc8479e1191fe9bf4b5ef,377913,used,Dated candidate Q&A. The excerpt uses only Thanedar's answer and excludes the interview question. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wi3-berge-issues-20260811044341,https://www.bergeforcongress.com/issues/,https://web.archive.org/web/20260811044341id_/https://www.bergeforcongress.com/issues/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/berge-issues-20260811044341.html,4181ba9e39912fa17cf3eb6cc31a5fda4e5c2382f3f2121932a361409d41afb9,227658,used,Full campaign issues page captured on the primary date; publication date remains unknown and the capture date is retained separately. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wi3-cooke-priorities-20260811044537,https://cookeforwisconsin.com/priorities/,https://web.archive.org/web/20260811044537id_/https://cookeforwisconsin.com/priorities/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/cooke-priorities-20260811044537.html,22bb37dca36844951a5621f0543e88e4eb911a643e59fd58e58506c4a1d482bc,136227,used,Full campaign priorities page captured on the primary date; publication date remains unknown and is not replaced by the capture date. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi12-tlaib-launch-20260128,https://rashidaforcongress.com/blog/2026/01/28/we-just-launched-our-2026-re-election-campaign/,https://rashidaforcongress.com/blog/2026/01/28/we-just-launched-our-2026-re-election-campaign/,2026-01-28,2026-09-23,date_only,data/raw/policy_mi_wi_2026/tlaib-campaign-launch-2026-01-28.html,599e0b49a411c6707a1418d97998e393f9b41d60d6f7b4a2931e78c1292d587d,85989,excluded,"Eligible dated campaign statement retained, but more proposition-specific archived issue pages support the selected comparisons. Exact acquisition time was not retained.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi12-tlaib-healthcare-20260803021438,https://rashidaforcongress.com/issues/healthcare-for-all/,https://web.archive.org/web/20260803021438id_/https://rashidaforcongress.com/issues/healthcare-for-all/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/tlaib-healthcare-20260803021438.html,9e8d277a6bb98945ba0a11d07e6b9573d696360c7ddef2a89d9cc305b0dfdb7b,59922,excluded,"Eligible pre-primary archive retained, but no additional comparison was necessary after covering both actual challengers. Exact acquisition time was not retained.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi12-tlaib-healthcare-current,https://rashidaforcongress.com/issues/healthcare-for-all/,https://rashidaforcongress.com/issues/healthcare-for-all/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/tlaib-healthcare-current.html,1235d2a2ea945739028cfa1e0a3091a1f2dc96bf3516c4e4a1fc9c286f0d4100,79848,excluded,Current undated page cannot independently establish pre-primary wording; the dated archive is retained separately. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi12-nolen-campaign-20260804034622,https://nolen4congress.com/,https://web.archive.org/web/20260804034622id_/https://nolen4congress.com/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/nolen-campaign-20260804034622.html,5129bb046aaa82a06b4a4e6de564558e43dea624433ad699d7cbd8502c4f9230,110320,excluded,Pre-primary campaign capture retained; the dated WDET interview provides clearer speaker-attributed policy language. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi12-nolen-campaign-current,https://nolen4congress.com/,https://nolen4congress.com/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/nolen-campaign-current.html,5d46139528105c18bbef90991ea5d371db5bd449e953d63e330e1c936c539bd9,110645,excluded,Current undated page cannot prove primary-window wording; the archived capture and dated interview are retained separately. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi12-jackson-wdet-20260728,https://wdet.org/2026/07/28/former-state-lawmaker-aims-to-unseat-rep-rashida-tlaib/,https://wdet.org/2026/07/28/former-state-lawmaker-aims-to-unseat-rep-rashida-tlaib/,2026-07-28,2026-09-23,date_only,data/raw/policy_mi_wi_2026/jackson-wdet-2026-07-28.html,61703af6082233cdba62163184d35884af7f14be7a5f3a924c5e09ecdd932e7b,362369,excluded,"Eligible dated interview retained, but the archived campaign page states Jackson's ICE reform position more directly. Exact acquisition time was not retained.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi12-jackson-campaign-current,https://shanellejackson.com/,https://shanellejackson.com/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/jackson-campaign-current.html,69eacef2f355c22ff53745adb39ff0076d2093a767a72e38070ca83c7c5569df,5768,excluded,The current request returned a JavaScript browser-check page; the successful pre-primary archive is retained separately. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi13-mckinney-wdet-20260401,https://wdet.org/2026/04/01/state-rep-donavan-mckinney-talks-issues-13th-congressional-primary/,https://wdet.org/2026/04/01/state-rep-donavan-mckinney-talks-issues-13th-congressional-primary/,2026-04-01,2026-09-23,date_only,data/raw/policy_mi_wi_2026/mckinney-wdet-2026-04-01.html,7e71fb4a17312b5627146b9cc64feee80326605e8c050bc67c297bf9233b4f12,379729,excluded,Eligible dated Q&A retained; the pre-primary campaign archive supplies the selected Medicare-for-All wording. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi13-mckinney-priorities-current,https://www.donavanforcongress.com/priorities,https://www.donavanforcongress.com/priorities,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/mckinney-priorities-current.html,0754f21f20b481afa826fa09f4cdca1a4b9b2a80c8a52680bd44c6c31badcea3,198728,excluded,Current undated page cannot independently prove pre-primary wording; the 2026-08-03 archive is used. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi13-thanedar-issues-20260617074338,https://thanedar.house.gov/issues,https://web.archive.org/web/20260617074338id_/https://thanedar.house.gov/issues,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/thanedar-issues-20260617074338.html,1b3a92d4cf9662a7bc457be9e5bad4093f9f5f68ced10885d426e0cefb57f20e,62722,excluded,"Pre-primary official issue index retained, but the page only links to issue subpages and does not contain the selected substantive statement. Exact acquisition time was not retained.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi13-thanedar-issues-current,https://thanedar.house.gov/issues,https://thanedar.house.gov/issues,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/thanedar-issues-current.html,8c2c569a83877999da30fc87eef2f4f62cb06db6a4dfc4e4ceafdcab5edee16b,63193,excluded,Current undated official issue index cannot establish pre-primary wording; the dated interview is used. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wi3-berge-snap-20260729,https://snapcoalition.org/initiatives/stance-on-science/candidates/wi/emily-berge,https://snapcoalition.org/initiatives/stance-on-science/candidates/wi/emily-berge,2026-07-29,2026-09-23,date_only,data/raw/policy_mi_wi_2026/berge-snap-2026-07-29.html,b3da78499006cce0e6c92c41bbce61e9eca0ff5ea70d512961d0587a16d2cfcf,14011,excluded,Eligible dated questionnaire retained; the full pre-primary campaign issues capture supplies the selected public-school funding statement. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wi3-berge-issues-current,https://www.bergeforcongress.com/issues/,https://www.bergeforcongress.com/issues/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/berge-issues-current.html,edbc201bfe3b23d86f26a9806c2bf97c7e44927cc6d6bd7a55b4b45c8f30c372,103814,excluded,Current undated page cannot independently establish primary-window wording; the election-day archive is used. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wi3-cooke-civicmedia-20260729,https://civicmedia.us/shows/wrco-morning-show/2026/07/29/rebecca-cooke/transcript,https://civicmedia.us/shows/wrco-morning-show/2026/07/29/rebecca-cooke/transcript,2026-07-29,2026-09-23,date_only,data/raw/policy_mi_wi_2026/cooke-civicmedia-2026-07-29.html,ee1cb05024dd44c1edd728030e391f601e4a0119694adec70fb88a688e866bdc,1165452,excluded,Eligible dated interview transcript retained; the full pre-primary campaign priorities capture supplies the selected education statement. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wi3-cooke-priorities-current,https://cookeforwisconsin.com/priorities/,https://cookeforwisconsin.com/priorities/,,2026-09-23,date_only,data/raw/policy_mi_wi_2026/cooke-priorities-current.html,80a265bed528211aa708dcd58f7a95db36eeb7f873c6fe4ddab0b3a1dc0973a4,226,excluded,The current request returned a ModSecurity Not Acceptable response; the successful election-day archive is used. Exact acquisition time was not retained.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa03-rabb-citystate-20260514,https://www.cityandstatepa.com/politics/2026/05/candidate-questionnaire-chris-rabb/413545/,https://www.cityandstatepa.com/politics/2026/05/candidate-questionnaire-chris-rabb/413545/,2026-05-14,2026-09-23,date_only,data/raw/policy_pa_il_2026/pa03-chris-rabb-citystate-2026-05-14.html,b3234c58be6bcadc151fb563ea7c03e8a1952943422475e4b126206a64fc21d2,144765,used,"Dated candidate questionnaire. Excerpt uses Rabb's answer only, excluding prompts and publisher framing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa03-street-citystate-20260512,https://www.cityandstatepa.com/politics/2026/05/candidate-questionnaire-sharif-street/413480/,https://www.cityandstatepa.com/politics/2026/05/candidate-questionnaire-sharif-street/413480/,2026-05-12,2026-09-23,date_only,data/raw/policy_pa_il_2026/pa03-sharif-street-citystate-2026-05-12.html,0461fd49a01636d53f0078f40446bff42a87f3b7ccc15d7c8c8c27019b651a54,141595,used,Dated candidate questionnaire. Excerpt uses Street's answer only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa03-rabb-official-alias-20210105,https://www.pahouse.com/Rabb/InTheNews/NewsRelease/?id=117896,https://www.pahouse.com/Rabb/InTheNews/NewsRelease/?id=117896,2021-01-05,2026-09-23,date_only,data/raw/policy_pa_il_2026/pa03-rabb-official-alias-2021-01-05.html,dae88f5f90c7e07f5d24871ce4dd977465d2ce1a1287d2441a6fe4f742465482,71082,identity_only,Identity evidence only. Official Pennsylvania House page title uses Christopher M. Rabb and body text identifies him as Chris Rabb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa03-street-fec-identity,https://www.fec.gov/data/candidate/H6PA03195/,https://www.fec.gov/data/candidate/H6PA03195/,,2026-09-23,date_only,data/raw/policy_pa_il_2026/pa03-street-fec-candidate.html,d580844af6c3c3702c303f09509513c18ff1ae64b4985667264b30b73228f350,62106,identity_only,"Identity evidence only. FEC candidate H6PA03195 is STREET, SHARIF for Pennsylvania House District 3 and uses the authorized committee SHARIF STREET FOR US.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il08-junaid-wttw-20260316,https://news.wttw.com/elections/voters-guide/2026-primary/junaid-ahmed,https://web.archive.org/web/20260316182458id_/https://news.wttw.com/elections/voters-guide/2026-primary/junaid-ahmed,,2026-09-23,date_only,data/raw/policy_pa_il_2026/il08-junaid-wttw-20260316182458.html,77e6eb9e193757cbe272257605f84974d0a7cbb9c56cfa5bbce3e32651059e9d,62452,used,WTTW 2026 primary voter-guide questionnaire; pre-primary Wayback capture establishes the answer by March 16.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il08-morrison-afc-questionnaire-202603,https://www.aidschicago.org/wp-content/uploads/2026/03/AFC-2026-Primary-Federal-Candidate-Questionnaire_Kevin-Morrison_IL08.pdf,https://www.aidschicago.org/wp-content/uploads/2026/03/AFC-2026-Primary-Federal-Candidate-Questionnaire_Kevin-Morrison_IL08.pdf,,2026-09-23,date_only,data/raw/policy_pa_il_2026/il08-kevin-morrison-afc-questionnaire.pdf,c0452e4876a4af58e01cd1a014fd534b2feeb131ff176204704644bfa7511b8e,66291,timing_unverified,Original retained PDF. The /2026/03 URL path and primary-questionnaire title do not prove publication before the March 17 primary; no pre-primary archive or exact publication date was recovered.,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il06-ruzevich-suntimes-20260220,https://chicago.suntimes.com/elections/2026/candidate-questionnaires/joseph-joey-ruzevich-illinois-primary-6th-congressional-district,https://chicago.suntimes.com/elections/2026/candidate-questionnaires/joseph-joey-ruzevich-illinois-primary-6th-congressional-district,2026-02-20,2026-09-23,date_only,data/raw/policy_pa_il_2026/il06-joey-ruzevich-suntimes.html,abf31bf462d83face680eba6763d4b850fc8c0334f86b8db8c79e1e8658fc68a,619060,used,"Dated candidate questionnaire. The retained quote is from Ruzevich's response, not the question or reporter text.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il06-casten-healthcare-20260211,https://www.castenforcongress.com/issues/health-care/,https://web.archive.org/web/20260211222212id_/https://www.castenforcongress.com/issues/health-care/,,2026-09-23,date_only,data/raw/policy_pa_il_2026/il06-sean-casten-healthcare-20260211222212.html,d52fe37ec2fd27aca3980138d06794a840d49815bceab363af3cb017d7b1b486,20359,used,Campaign health-care platform; pre-primary Wayback capture establishes the text by February 11.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il06-casten-issues-index-20260213,https://www.castenforcongress.com/issues/,https://web.archive.org/web/20260213144019id_/https://www.castenforcongress.com/issues/,,2026-09-23,date_only,data/raw/policy_pa_il_2026/il06-sean-casten-issues-20260213144019.html,a682bf2d31b75ccd98db2c0d1b14cc368a8a8b03840d396c2f2624ecda4f0a5b,30510,excluded,"Pre-primary issues index retained for provenance, but it contains topic links rather than the full health-care position used in the comparison.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
