term,positive_mean_tfidf,negative_mean_tfidf,tfidf_difference,positive_npmi,negative_npmi,npmi_difference,composite_score,favored_group
vouchers,0.0,0.000897298525,-0.000897298525,-1.0,0.086894338153,-1.086894338153,-1.087791636678,cold
curricula,0.0,0.000785431269,-0.000785431269,-1.0,0.086894338153,-1.086894338153,-1.087679769422,cold
nebraskans,0.0,0.000785021329,-0.000785021329,-1.0,0.086894338153,-1.086894338153,-1.087679359481,cold
talented,0.0,0.000755080062,-0.000755080062,-1.0,0.086894338153,-1.086894338153,-1.087649418215,cold
ready,0.0,0.000730379117,-0.000730379117,-1.0,0.086894338153,-1.086894338153,-1.08762471727,cold
delawareans,0.0,0.00068804627,-0.00068804627,-1.0,0.086894338153,-1.086894338153,-1.087582384423,cold
volunteer,0.0,0.001723367738,-0.001723367738,-1.0,0.085039373711,-1.085039373711,-1.086762741449,cold
teaching,0.0,0.001856808031,-0.001856808031,-1.0,0.084820665015,-1.084820665015,-1.086677473045,cold
staff,0.0,0.004192242359,-0.004192242359,-1.0,0.082414354439,-1.082414354439,-1.086606596798,cold
rhode,0.0,0.001644510368,-0.001644510368,-1.0,0.084691174449,-1.084691174449,-1.086335684817,cold
guide,0.0,0.001012288141,-0.001012288141,-1.0,0.085039373711,-1.085039373711,-1.086051661852,cold
career,0.0,0.001347840612,-0.001347840612,-1.0,0.084691174449,-1.084691174449,-1.08603901506,cold
fracking,0.0,0.000839388549,-0.000839388549,-1.0,0.085039373711,-1.085039373711,-1.08587876226,cold
classrooms,0.0,0.000760214447,-0.000760214447,-1.0,0.085039373711,-1.085039373711,-1.085799588158,cold
respectful,0.0,0.000745926878,-0.000745926878,-1.0,0.085039373711,-1.085039373711,-1.085785300589,cold
profession,0.0,0.000710329499,-0.000710329499,-1.0,0.085039373711,-1.085039373711,-1.085749703211,cold
nurturing,0.0,0.00066818635,-0.00066818635,-1.0,0.085039373711,-1.085039373711,-1.085707560062,cold
cornerstone,0.0,0.00066539123,-0.00066539123,-1.0,0.085039373711,-1.085039373711,-1.085704764942,cold
standardized,0.0,0.000664220774,-0.000664220774,-1.0,0.085039373711,-1.085039373711,-1.085703594485,cold
acknowledge,0.0,0.000640736342,-0.000640736342,-1.0,0.085039373711,-1.085039373711,-1.085680110053,cold
computer,0.0,0.000634149716,-0.000634149716,-1.0,0.085039373711,-1.085039373711,-1.085673523427,cold
balance,0.0,0.0006057709,-0.0006057709,-1.0,0.085039373711,-1.085039373711,-1.085645144611,cold
info,0.0,0.001962266419,-0.001962266419,-1.0,0.083029913869,-1.083029913869,-1.084992180288,cold
lands,0.0,0.002593923245,-0.002593923245,-1.0,0.081997720811,-1.081997720811,-1.084591644056,cold
ahead,0.0,0.000782830199,-0.000782830199,-1.0,0.083029913869,-1.083029913869,-1.083812744068,cold
reach,0.0,0.001016056979,-0.001016056979,-1.0,0.082772573238,-1.082772573238,-1.083788630217,cold
spirit,0.0,0.000736363394,-0.000736363394,-1.0,0.083029913869,-1.083029913869,-1.083766277262,cold
waterways,0.0,0.000731100287,-0.000731100287,-1.0,0.083029913869,-1.083029913869,-1.083761014156,cold
her,0.0,0.000606014794,-0.000606014794,-1.0,0.083029913869,-1.083029913869,-1.083635928663,cold
principle,0.0,0.000583379947,-0.000583379947,-1.0,0.083029913869,-1.083029913869,-1.083613293815,cold
competitiveness,0.0,0.000574429465,-0.000574429465,-1.0,0.083029913869,-1.083029913869,-1.083604343334,cold
sands,0.0,0.000573725112,-0.000573725112,-1.0,0.083029913869,-1.083029913869,-1.083603638981,cold
tar,0.0,0.000573725112,-0.000573725112,-1.0,0.083029913869,-1.083029913869,-1.083603638981,cold
vibrant,0.0,0.000564182686,-0.000564182686,-1.0,0.083029913869,-1.083029913869,-1.083594096555,cold
conclusion,0.0,0.000531568535,-0.000531568535,-1.0,0.083029913869,-1.083029913869,-1.083561482404,cold
music,0.0,0.000531260624,-0.000531260624,-1.0,0.083029913869,-1.083029913869,-1.083561174493,cold
peers,0.0,0.000526535567,-0.000526535567,-1.0,0.083029913869,-1.083029913869,-1.083556449436,cold
alike,0.0,0.000524002888,-0.000524002888,-1.0,0.083029913869,-1.083029913869,-1.083553916757,cold
severe,0.0,0.000521892072,-0.000521892072,-1.0,0.083029913869,-1.083029913869,-1.083551805941,cold
science,0.0,0.003087664663,-0.003087664663,-1.0,0.080010138973,-1.080010138973,-1.083097803635,cold
twitter,0.0,0.002088037559,-0.002088037559,-1.0,0.080825121433,-1.080825121433,-1.082913158992,cold
waters,0.0,0.001623656747,-0.001623656747,-1.0,0.081260026406,-1.081260026406,-1.082883683153,cold
skip,0.0,0.001463598684,-0.001463598684,-1.0,0.080825121433,-1.080825121433,-1.082288720117,cold
hampshire,0.0,0.001277222466,-0.001277222466,-1.0,0.080825121433,-1.080825121433,-1.082102343899,cold
councils,0.0,0.001109301568,-0.001109301568,-1.0,0.080825121433,-1.080825121433,-1.081934423001,cold
honor,0.0,0.001008721862,-0.001008721862,-1.0,0.080722270327,-1.080722270327,-1.081730992189,cold
