document_id,metadata_document_id,url,final_url,publication_date,retrieved_at,raw_path,sha256,bytes,content_type,status,notes,historical_cycle_evidence
joldc-62185ac4c91c6e7de204047d-lead42,,https://jimowles.org/news/candidate-answers-to-joldc-kaegan-mays-williams-for-ny-senate-district-21-2022,https://jimowles.org/news/candidate-answers-to-joldc-kaegan-mays-williams-for-ny-senate-district-21-2022,2022-02-24,2026-09-23T08:11:15.115209+00:00,data/raw/questionnaire_library/joldc/post-62185ac4c91c6e7de204047d-94e97d451f74a754c00b240deaf925a2224786a010a4ce1da9c856acdc18a73a.html,4aa6f7d7f30a53e1969c80991e51d6170cf1283abe22d837686b49e791f3df4c,25849,text/html,used,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.",
joldc-61f30ef8c3c4b76777938437-lead45,,https://jimowles.org/news/candidate-answers-to-joldc-samy-olivares-for-ny-assembly-district-54-2022,https://jimowles.org/news/candidate-answers-to-joldc-samy-olivares-for-ny-assembly-district-54-2022,2022-01-27,2026-09-23T08:11:17.145856+00:00,data/raw/questionnaire_library/joldc/post-61f30ef8c3c4b76777938437-159f3aaed77823aafa2a616492bd66ac2ccc48d687e122aabaf85bede8ee1057.html,69f2d5a0ff3d4f152425b8121d3aa4272a7f06a4cc0b9b05138b899725c75827,48938,text/html,used,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.",
joldc-6203e73ca7e74927c9633597-lead44,,https://jimowles.org/news/candidate-answers-to-joldc-david-alexis-for-ny-senate-district-21-2022,https://jimowles.org/news/candidate-answers-to-joldc-david-alexis-for-ny-senate-district-21-2022,2022-02-09,2026-09-23T08:11:17.145856+00:00,data/raw/questionnaire_library/joldc/post-6203e73ca7e74927c9633597-2c343dc4de59df60fa92fcc1e10aa91eae5ecef733429061080eccc77392013b.html,5f01bc90ef142519d314b98cd63f79e5d3f5702861d716f26427507bb96449b3,38224,text/html,used,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.",
6594821a7fb0147110d7dec2,6594821a7fb0147110d7dec2,https://jimowles.org/news/candidate-answers-to-joldc-alexa-avils-for-city-council-district-38,https://jimowles.org/news/candidate-answers-to-joldc-alexa-avils-for-city-council-district-38,,2026-08-19T23:41:47.287940+00:00,data/raw/policy_historical_f/sources/6594821a7fb0147110d7dec2.html,f91ff059b7e88daa843db39a316f774831a8f264ffb7b8afe3fa451e35f35e36,125608,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2021"", ""exact_quote"": ""Awards 2023 Gay Pride Awards 2021 Virtual Gala 2020 Impeachment Awards 2019 Annual BBQ 2019"", ""source_locator"": ""paragraph 4""}"
607f6c62d84375528241a6fa,607f6c62d84375528241a6fa,https://www.brooklynpaper.com/2021-elections-38th-district-candidates,https://www.brooklynpaper.com/2021-elections-38th-district-candidates/,,2026-08-19T23:50:34.234454+00:00,data/raw/policy_historical_f/sources/607f6c62d84375528241a6fa.html,e8a6b35e228049a6f099183eaea1df7874a49f222a980c6a6458026526514862,125676,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2021"", ""exact_quote"": ""2021 Elections: Who’s running for Council in the 38th District"", ""source_locator"": ""paragraph 95""}"
bb79f0a3d9233c8dc1edccd4,bb79f0a3d9233c8dc1edccd4,https://jimowles.org/news/candidate-answers-to-joldc-rodrigo-camarena-for-city-council-district-38,https://jimowles.org/news/candidate-answers-to-joldc-rodrigo-camarena-for-city-council-district-38,,2026-08-19T23:50:35.488657+00:00,data/raw/policy_historical_f/sources/bb79f0a3d9233c8dc1edccd4.html,1858a7acc0e161a754e879e2d2c1440a340248db292fe6e9dc019dcb0274eab1,124816,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2021"", ""exact_quote"": ""Awards 2023 Gay Pride Awards 2021 Virtual Gala 2020 Impeachment Awards 2019 Annual BBQ 2019"", ""source_locator"": ""paragraph 4""}"
199bc9d10e6a9252107badca,199bc9d10e6a9252107badca,https://jimowles.org/news/candidate-answers-to-joldc-emily-gallagher-for-ny-assembly-district-50-2022,https://jimowles.org/news/candidate-answers-to-joldc-emily-gallagher-for-ny-assembly-district-50-2022,,2026-08-19T23:41:58.201381+00:00,data/raw/policy_historical_f/sources/199bc9d10e6a9252107badca.html,4169bbe790057280e20e445e0dec110d0a245336c6de4085f43ca99dd6600c56,119836,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2022"", ""exact_quote"": ""Liberal Democratic Club January 25, 2022 nys assembly 2022"", ""source_locator"": ""paragraph 89""}"
30052b5963608b9ca8b8a14e,30052b5963608b9ca8b8a14e,https://www.pghlesbian.com/2021/04/qa-with-anita-prizio-allegheny-county-councilor-district-3,https://www.pghlesbian.com/2021/04/qa-with-anita-prizio-allegheny-county-councilor-district-3/,,2026-08-19T23:41:45.308237+00:00,data/raw/policy_historical_f/sources/30052b5963608b9ca8b8a14e.html,7b64ba529a62b289fccc492b50d48e8368e6dd1369bf77f3924fec718a884cfe,154156,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2021"", ""exact_quote"": ""2021 – In Memoriam"", ""source_locator"": ""paragraph 28""}"
398f69f6e55a16f93331112d,398f69f6e55a16f93331112d,https://www.offthekuff.com/wp?p=103735,https://www.offthekuff.com/wp/?p=103735,,2026-08-19T23:50:40.164619+00:00,data/raw/policy_historical_f/sources/398f69f6e55a16f93331112d.html,d0b36760d4791a3a6be1edee3f5c66d31756faefd659b382c78afe1c6620ff35,188903,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2022"", ""exact_quote"": ""Posted on January 31, 2022 by Charles Kuffner"", ""source_locator"": ""paragraph 14""}"
82252092d311abc11cdf7951,82252092d311abc11cdf7951,https://www.bikemore.net/ibiv2022-embry,https://www.bikemore.net/ibiv2022-embry,,2026-08-19T23:50:47.337751+00:00,data/raw/policy_historical_f/sources/82252092d311abc11cdf7951.html,5f8396277a26fdd78eb079263d2903d962069840e306975034378eb1591bf9d0,119599,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2022"", ""exact_quote"": ""State Delegate 2022"", ""source_locator"": ""paragraph 65""}"
72254206c63286bc0f85c925,72254206c63286bc0f85c925,https://www.bikemore.net/ibiv2022-endow,https://www.bikemore.net/ibiv2022-endow,,2026-08-19T23:42:00.535836+00:00,data/raw/policy_historical_f/sources/72254206c63286bc0f85c925.html,0992a714b4ae3bc24e31caa47783412cad4c9c56f107b4fb76db71fe2cfa3569,118162,text/html,timing_unverified,"Semantically reviewed against candidate-scoped retained paragraphs; exact metadata, raw bytes, and temporal qualification preserved.","{""election_year"": ""2022"", ""exact_quote"": ""State Delegate 2022"", ""source_locator"": ""paragraph 65""}"
