,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Public Counter","9,483","Total Ballots","10,893","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","10,893",,,"Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Manually Counted Emergency",1,"Total Ballots","10,893","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","10,893",,,"Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Absentee / Military","1,311","Total Ballots","10,893","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","10,893",,,"Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Federal",13,"Total Ballots","10,893","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","10,893",,,"Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Affidavit",85,"Total Ballots","10,893","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","10,893",,,"Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Martin W. Dolan","1,987",,,,,,,"Total Votes","10,769","Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Alexandria Ocasio-Cortez","8,730",,,,,,,"Total Votes","10,769","Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","ADAM GAZA (Write-In)",1,,,,,,,"Total Votes","10,769","Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","ALBA SHARON (Write-In)",1,,,,,,,"Total Votes","10,769","Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","ALEXANDRIA OCASIO CORTEZ (Write-In)",1,,,,,,,"Total Votes","10,769","Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","ERIC ANDRE (Write-In)",1,,,,,,,"Total Votes","10,769","Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","ESHAWN HALL (Write-In)",1,,,,,,,"Total Votes","10,769","Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","GEORGE LATIMER (Write-In)",3,,,,,,,"Total Votes","10,769","Unrecorded",124,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
