,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


10th Congressional District


Vote for 1","New York County","Public Counter","13,458","Total Ballots","16,341","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","16,341",,,"Unrecorded",597,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


10th Congressional District


Vote for 1","New York County","Manually Counted Emergency",0,"Total Ballots","16,341","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","16,341",,,"Unrecorded",597,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


10th Congressional District


Vote for 1","New York County","Absentee / Military","2,562","Total Ballots","16,341","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","16,341",,,"Unrecorded",597,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


10th Congressional District


Vote for 1","New York County","Federal",203,"Total Ballots","16,341","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","16,341",,,"Unrecorded",597,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


10th Congressional District


Vote for 1","New York County","Affidavit",118,"Total Ballots","16,341","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","16,341",,,"Unrecorded",597,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


10th Congressional District


Vote for 1","New York County","Bruno Grandsard","1,421",,,,,,,"Total Votes","15,744","Unrecorded",597,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


10th Congressional District


Vote for 1","New York County","Evan Hutchison","2,547",,,,,,,"Total Votes","15,744","Unrecorded",597,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


10th Congressional District


Vote for 1","New York County","Daniel Goldman","11,554",,,,,,,"Total Votes","15,744","Unrecorded",597,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


10th Congressional District


Vote for 1","New York County","ABU AMMAR (Write-In)",1,,,,,,,"Total Votes","15,744","Unrecorded",597,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Crossover - 
Democratic Party




Democratic Representative in Congress


10th Congressional District


Vote for 1","New York County","AMY PLUMB OPPENHEIMER (Write-In)",1,,,,,,,"Total Votes","15,744","Unrecorded",597,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
