,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Public Counter","13,486","Total Ballots","14,850","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","14,850",,,"Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Manually Counted Emergency",0,"Total Ballots","14,850","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","14,850",,,"Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Absentee / Military","1,260","Total Ballots","14,850","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","14,850",,,"Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Federal",15,"Total Ballots","14,850","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","14,850",,,"Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Affidavit",89,"Total Ballots","14,850","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","14,850",,,"Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Alexandria Ocasio-Cortez","11,980",,,,,,,"Total Votes","14,438","Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Felipe Garcia","1,394",,,,,,,"Total Votes","14,438","Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","Marty Dolan",994,,,,,,,"Total Votes","14,438","Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","ADRIANO ESPAILLAT (Write-In)",12,,,,,,,"Total Votes","14,438","Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","ADRIANO ESPIALLAT (Write-In)",6,,,,,,,"Total Votes","14,438","Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","BRENDA CANDELARIA (Write-In)",1,,,,,,,"Total Votes","14,438","Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","CP JAKIR (Write-In)",1,,,,,,,"Total Votes","14,438","Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","FRANK MINOZ (Write-In)",1,,,,,,,"Total Votes","14,438","Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Bronx County","HALEY SASBON (Write-In)",1,,,,,,,"Total Votes","14,438","Unrecorded",412,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
