,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 79","Public Counter",36,"Total Ballots",44,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",44,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 79","Manually Counted Emergency",0,"Total Ballots",44,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",44,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 79","Absentee / Military",8,"Total Ballots",44,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",44,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 79","Federal",0,"Total Ballots",44,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",44,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 79","Affidavit",0,"Total Ballots",44,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",44,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 79","Martin W. Dolan",4,,,,,,,"Total Votes",44,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 79","Alexandria Ocasio-Cortez",40,,,,,,,"Total Votes",44,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 80","Public Counter",266,"Total Ballots",338,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",338,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 80","Manually Counted Emergency",0,"Total Ballots",338,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",338,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 80","Absentee / Military",70,"Total Ballots",338,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",338,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 80","Federal",0,"Total Ballots",338,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",338,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 80","Affidavit",2,"Total Ballots",338,"Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots",338,,,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 80","Martin W. Dolan",83,,,,,,,"Total Votes",338,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 80","Alexandria Ocasio-Cortez",254,,,,,,,"Total Votes",338,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 80","GEORGE LATIMER (Write-In)",1,,,,,,,"Total Votes",338,,,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 82","Public Counter","3,209","Total Ballots","3,591","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","3,591",,,"Unrecorded",60,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2024 - 06/25/2024


Bronx County
 - 
Democratic Party




Democratic Representative in Congress


14th Congressional District


Vote for 1","Assembly District 82","Manually Counted Emergency",1,"Total Ballots","3,591","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","3,591",,,"Unrecorded",60,,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 16, 2024.","Secretary","Chairman","Deputy Chief Clerk","Canvassing Board","Canvassing Board","Deputy Chief Clerk","Page -1 of 1"
