,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


7th Congressional District


Vote for 1","Kings County","Public Counter","45,572","Total Ballots","48,376","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","48,376",,,"Unrecorded",441,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


7th Congressional District


Vote for 1","Kings County","Manually Counted Emergency",0,"Total Ballots","48,376","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","48,376",,,"Unrecorded",441,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


7th Congressional District


Vote for 1","Kings County","Absentee / Military","1,986","Total Ballots","48,376","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","48,376",,,"Unrecorded",441,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


7th Congressional District


Vote for 1","Kings County","Federal",74,"Total Ballots","48,376","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","48,376",,,"Unrecorded",441,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


7th Congressional District


Vote for 1","Kings County","Affidavit",744,"Total Ballots","48,376","Less - Inapplicable Federal/Special Presidential Ballots",0,"Total Applicable Ballots","48,376",,,"Unrecorded",441,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


7th Congressional District


Vote for 1","Kings County","Vichal Kumar",505,,,,,,,"Total Votes","47,935","Unrecorded",441,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


7th Congressional District


Vote for 1","Kings County","Antonio Reynoso","20,461",,,,,,,"Total Votes","47,935","Unrecorded",441,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


7th Congressional District


Vote for 1","Kings County","Claire Valdez","25,554",,,,,,,"Total Votes","47,935","Unrecorded",441,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


7th Congressional District


Vote for 1","Kings County","Julie Won","1,339",,,,,,,"Total Votes","47,935","Unrecorded",441,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
,,"Statement and Return Report

for Certification



Primary Election 2026 - 06/23/2026


Crossover - 
Democratic Party




Democratic Representative in Congress


7th Congressional District


Vote for 1","Kings County","ADRIANO ESPAILLAT (Write-In)",1,,,,,,,"Total Votes","47,935","Unrecorded",441,,"We certify this statement to be correct, and have caused the same to be attested by the signatures of the members of the board, or a majority thereof, on Tuesday, July 14, 2026.","Secretary","Chairman","Canvassing Board","Canvassing Board","Page -1 of 1"
